symbols,price,200_MA,150_MA,50_MA,200_MA_1month_ago,150_MA_1month_ago,200_MA_2month_ago,150_MA_2month_ago,52_Week_Low,52_Week_High,Rel_Strength,Above_30%_Low,Within_25%_High,RS_Rank
GM,56.72,44.79715,49.71013333333334,57.683799999999984,40.23675,44.64353333333333,,38.797200000000004,23.42,61.94,155.44654275956978,30.446,46.455,0.9096573208722741
GPC,131.43,104.91970000000005,107.64026666666669,122.04339999999998,99.36025000000001,102.25860000000003,,97.92393333333337,77.15,133.6,121.18495408609644,100.29500000000002,100.19999999999999,0.6791277258566978
GILD,68.75,63.75577500000003,63.24863333333338,65.8264,64.97142500000001,62.73463333333337,,63.57383333333336,56.65,78.08,66.74454686060322,73.645,58.56,0.028037383177570093
GL,105.47,92.29709999999999,95.67646666666667,101.79739999999998,88.17459999999994,91.28159999999997,,88.05100000000002,70.19,106.43,103.52265146568868,91.247,79.8225,0.4735202492211838
GPN,193.6,191.75879999999995,197.32626666666673,207.6471999999999,186.5175,191.31340000000006,,184.80960000000007,156.17,219.24,77.98838420360225,203.021,164.43,0.09034267912772585
GS,366.26,268.1400000000002,289.72260000000006,344.0406000000002,246.72380000000032,260.67480000000035,,234.91233333333358,179.93,370.89,144.93387478163018,233.90900000000002,278.1675,0.8785046728971962
GWW,456.43,390.49359999999984,400.9641333333333,422.60500000000025,374.13235000000003,385.93586666666675,,376.80966666666677,292.91,474.22,110.94914887637135,380.7830000000001,355.665,0.5638629283489096
HAL,22.46,18.116099999999985,19.34653333333332,21.515000000000004,16.978899999999992,17.784866666666655,,16.476399999999988,11.17,24.36,137.97814692836033,14.521,18.27,0.8286604361370716
HBI,19.29,16.93295000000001,17.279600000000002,20.279799999999998,15.839900000000009,16.4398,,15.518400000000002,9.59,22.37,143.2180025977599,12.467,16.7775,0.8629283489096573
HIG,65.41,50.020649999999954,53.56393333333334,65.98539999999998,46.166199999999975,48.031600000000005,,43.9768,35.29,69.5,125.90524134446235,45.877,52.125,0.7258566978193146
HAS,94.06,90.27842500000004,93.60646666666663,97.11419999999998,86.99152500000004,90.41469999999997,,86.75889999999997,66.69,99.99,100.42185721814735,86.697,74.99249999999999,0.42679127725856697
HCA,206.38,162.12684999999996,172.42399999999995,196.35019999999997,148.66555,158.33033333333324,,147.45593333333323,92.48,211.89,137.7297899098984,120.224,158.9175,0.8255451713395638
PEAK,32.94,29.961050000000004,30.682666666666652,32.88620000000001,29.021800000000013,29.57693333333334,,28.81333333333334,24.22,34.34,95.53358829784925,31.486,25.755000000000003,0.34890965732087226
HSIC,78.31,67.20712499999995,68.54063333333328,72.5426,65.37227499999996,65.65103333333332,,65.67663333333331,55.82,82.97,98.31993181967906,72.566,62.2275,0.40186915887850466
HSY,173.76,151.1518,153.20566666666673,162.30259999999996,146.81395,148.87033333333338,,147.2178,125.85,173.76,94.97793568662772,163.605,130.32,0.3364485981308411
HES,81.94,56.72220000000002,60.73106666666668,74.04500000000003,52.806800000000024,53.926266666666656,,49.73220000000001,36.12,86.42,123.86797692184182,46.955999999999996,64.815,0.7040498442367601
HPE,16.23,12.32935,13.24853333333333,15.9122,11.3838,11.969999999999999,,10.838,8.37,16.54,126.01817219543612,10.881,12.405,0.7289719626168224
HLT,120.98,106.49954999999996,112.58493333333337,124.0704,99.50439999999992,105.70319999999998,,97.84026666666665,71.16,130.39,109.88461926752593,92.508,97.79249999999999,0.5482866043613707
HFC,33.99,28.352700000000027,30.21126666666668,35.76140000000001,27.259150000000023,27.486466666666686,,25.120733333333344,17.23,41.27,79.45207751163764,22.399,30.9525,0.10903426791277258
HOLX,62.42,70.75085,72.74183333333333,70.4136,69.68017500000002,71.95223333333337,,70.59633333333336,50.15,83.72,84.92919773241825,65.19500000000001,62.79,0.18691588785046728
HD,315.77,284.44295,286.02899999999994,313.8014000000001,274.64180000000016,276.97540000000015,,275.0114666666668,239.47,341.12,92.95117823893105,311.31100000000004,255.84,0.308411214953271
HON,223.2,197.1887499999999,208.0053333333335,222.15960000000007,185.90509999999992,196.61633333333347,,185.4114000000001,137.69,232.11,114.18297392781949,178.997,174.0825,0.6012461059190031
HRL,49.42,48.369499999999974,47.69559999999999,47.36899999999996,48.71384999999999,48.17493333333333,,48.905333333333324,43.97,52.71,74.97840178187649,57.161,39.5325,0.07476635514018691
HST,16.94,14.219600000000005,15.217000000000004,17.389200000000002,13.267925000000007,14.027700000000001,,12.825933333333335,10.19,18.43,107.40330404709135,13.247,13.8225,0.5358255451713395
HWM,33.76,25.130500000000012,27.644533333333353,32.143800000000006,22.67340000000001,24.77460000000002,,21.904200000000017,12.37,33.79,194.3196548290782,16.081,25.3425,0.9813084112149533
HPQ,31.66,24.813499999999994,26.776,32.60940000000001,22.4467,23.967400000000005,,21.477666666666668,15.01,35.57,132.60075021477235,19.513,26.677500000000002,0.7850467289719626
HUM,446.0,413.6333500000004,414.33493333333354,432.63779999999986,405.5154500000002,406.8454666666669,,407.2766666666668,371.8,469.97,80.50983028760808,483.34000000000003,352.4775,0.1308411214953271
HBAN,15.74,12.890424999999999,14.004033333333314,15.762499999999998,11.9378,12.831899999999985,,11.526433333333326,8.06,16.7,138.44327582817587,10.478000000000002,12.524999999999999,0.8348909657320872
HII,213.67,173.07029999999995,180.32946666666655,207.51179999999988,167.61440000000002,167.45593333333318,,161.0429333333333,137.83,219.37,83.23819042622995,179.17900000000003,164.5275,0.16822429906542055
IEX,219.96,196.04449999999983,201.24100000000004,216.09199999999979,187.3529499999999,193.51053333333329,,187.4188,148.76,228.15,104.09635219275897,193.388,171.1125,0.49221183800623053
IDXX,539.34,464.69350000000014,491.846533333334,516.7944000000002,438.19105,462.12466666666705,,439.89426666666697,290.84,559.1,130.29777940502052,378.092,419.32500000000005,0.7725856697819314
INFO,104.55,90.05035000000004,93.41133333333333,102.07299999999994,86.08595000000005,88.22133333333338,,85.36059999999999,67.01,109.34,111.08832314946895,87.11300000000001,82.005,0.5669781931464174
ITW,231.99,208.13045000000002,211.96060000000008,226.81820000000005,200.69305,205.34920000000002,,200.49826666666675,163.75,239.06,100.8723057909228,212.875,179.29500000000002,0.43302180685358255
ILMN,398.62,369.2257499999998,380.92300000000034,397.7439999999999,367.30944999999997,366.6624000000002,,358.41306666666674,268.51,504.76,80.01693065117387,349.063,378.57,0.11526479750778816
INCY,82.76,86.5888749999999,84.7079666666666,82.0878,89.51372499999994,86.08029999999995,,89.36949999999996,76.02,109.69,59.29924776635048,98.826,82.2675,0.006230529595015576
IR,48.87,43.19815000000005,45.70453333333336,49.59640000000001,40.378200000000014,43.093066666666694,,40.09380000000002,27.23,51.94,121.91927242779994,35.399,38.955,0.6947040498442367
INTC,56.08,54.29657500000004,55.619099999999996,61.145200000000024,53.92872499999999,54.155833333333305,,51.26949999999996,44.11,68.26,64.13834650008977,57.343,51.19500000000001,0.021806853582554516
ICE,113.16,108.50009999999986,110.81566666666659,115.19319999999992,105.22739999999988,107.75339999999991,,105.15853333333325,90.4,121.27,85.92370884336823,117.52000000000001,90.9525,0.19314641744548286
IBM,144.74,126.19665000000013,127.04673333333359,137.8656,123.37620000000014,123.34760000000018,,122.39273333333348,106.65,148.42,87.04774794706015,138.645,111.315,0.2087227414330218
IP,63.53,48.80735000000004,52.002333333333254,57.26500000000001,45.32645000000003,48.4386666666666,,44.92459999999997,32.64,64.1,138.58387392649257,42.432,48.074999999999996,0.838006230529595
IPG,33.22,23.848700000000008,25.84699999999999,30.558199999999992,21.838250000000002,23.132399999999993,,21.046466666666664,16.2,33.47,143.5246223456801,21.06,25.1025,0.8660436137071651
IFF,140.54,124.85705000000009,125.90040000000008,140.75200000000007,122.49880000000012,121.55666666666676,,119.1130000000001,101.44,146.51,77.31834435391221,131.872,109.8825,0.08722741433021806
INTU,433.43,366.16384999999974,380.06460000000004,402.29959999999977,349.959475,363.4673999999999,,349.0186333333333,277.87,435.27,107.2998161416479,361.231,326.4525,0.5327102803738317
ISRG,824.99,752.6784999999998,769.0649999999997,794.6538,722.1502999999998,743.3207999999996,,736.526133333333,545.95,891.38,104.37069792914804,709.7350000000001,668.535,0.4984423676012461
IVZ,26.88,18.672950000000014,21.17553333333336,26.266000000000012,16.27345000000001,18.19613333333335,,15.300600000000014,7.27,28.38,263.25634391780613,9.451,21.285,0.9906542056074766
IPGP,203.89,203.16850000000002,215.9516666666666,212.07760000000005,197.2768,208.10806666666664,,198.13639999999998,150.44,258.58,92.23649312695262,195.572,193.935,0.2897196261682243
IQV,238.96,182.4479500000001,189.90266666666668,213.85880000000026,171.2168,176.5871333333333,,170.16579999999996,135.99,238.96,119.06304158301842,176.787,179.22,0.660436137071651
IRM,42.99,31.961449999999967,33.00373333333329,39.00799999999998,30.002499999999987,30.57626666666664,,29.15533333333331,23.93,43.55,126.6411328362691,31.109,32.662499999999994,0.7414330218068536
JKHY,155.51,158.88680000000005,155.9788666666667,156.91139999999993,161.96565,156.24426666666665,,161.29519999999997,144.79,199.13,59.23611138115091,188.227,149.3475,0.003115264797507788
J,138.56,110.17020000000002,116.06933333333329,132.8409999999999,102.58229999999999,107.906,,100.75580000000001,76.97,142.36,127.95801333801205,100.061,106.77000000000001,0.7507788161993769
JBHT,170.69,145.7240499999999,149.12353333333317,169.09219999999996,139.2348999999999,141.53386666666654,,136.45733333333317,106.11,180.47,112.05273732347956,137.943,135.3525,0.5794392523364486
SJM,135.51,119.23054999999998,120.65673333333325,130.33880000000002,115.43874999999994,117.04619999999993,,115.10853333333328,103.01,138.49,88.87620513113046,133.913,103.8675,0.24299065420560748
JNJ,170.96,155.43489999999997,157.62800000000001,164.56639999999987,152.40579999999994,154.02246666666662,,151.7718666666666,137.11,171.07,84.31435940357441,178.24300000000002,128.3025,0.17757009345794392
JCI,64.5,50.30954999999999,53.31053333333336,62.20539999999999,46.315299999999986,49.12500000000002,,45.077400000000004,29.41,65.91,155.51785576741227,38.233000000000004,49.4325,0.9127725856697819
JPM,162.66,127.03030000000003,136.2554666666667,155.19199999999998,118.37069999999999,125.14300000000007,,114.34720000000006,89.47,164.67,129.44560887791908,116.311,123.5025,0.7663551401869159
JNPR,26.73,23.769049999999996,23.92533333333335,25.767199999999974,23.42574999999999,23.223733333333332,,23.159600000000008,19.67,27.59,82.17588609477467,25.571,20.6925,0.1526479750778816
KSU,295.0,213.96230000000023,223.98126666666673,273.6385999999999,194.03505000000007,203.0006666666667,,191.27173333333334,142.58,313.45,142.64307896336678,185.354,235.08749999999998,0.8598130841121495
K,66.5,63.34179999999998,62.17646666666665,63.720000000000006,63.79834999999997,62.22806666666663,,63.89993333333332,56.86,70.94,76.25774829835085,73.918,53.205,0.08411214953271028
KEY,23.12,16.851150000000004,18.310933333333338,21.203999999999972,15.40605,16.48626666666667,,14.884400000000014,10.71,23.52,153.2736643892514,13.923000000000002,17.64,0.9003115264797508
KEYS,139.66,124.98385000000003,133.64313333333348,141.6662,118.5984,125.13006666666674,,117.13206666666673,90.69,153.48,97.43174161697856,117.897,115.10999999999999,0.3894080996884735
KMB,132.35,139.4223500000001,135.14126666666687,135.3526,140.92825000000002,137.83633333333347,,142.00886666666676,128.33,158.84,67.43528522687497,166.82900000000004,119.13,0.040498442367601244
KIM,20.37,15.600149999999994,16.85066666666666,19.95320000000001,14.324599999999998,15.151266666666661,,13.681199999999999,10.22,21.46,128.01035771141173,13.286000000000001,16.095,0.7538940809968847
KMI,18.72,14.700100000000006,15.15000000000001,17.018800000000006,14.281450000000001,14.243466666666672,,13.842533333333343,11.48,18.8,86.49424213290948,14.924000000000001,14.100000000000001,0.20249221183800623
KLAC,310.14,262.92524999999995,284.41619999999995,318.1017999999999,245.80165000000005,260.19553333333346,,238.6403333333335,171.94,355.08,127.64260868135821,223.522,266.31,0.7445482866043613
KHC,44.13,35.33064999999999,36.235933333333314,41.08369999999999,34.07352499999999,34.05949999999998,,33.216499999999996,28.77,44.13,104.91101595797628,37.401,33.097500000000004,0.5046728971962616
KR,36.59,34.25234999999998,34.12786666666664,36.881600000000034,33.81059999999998,33.49793333333331,,33.42913333333333,30.58,38.86,80.48291582784306,39.754,29.145,0.12461059190031153
LB,64.79,44.629399999999976,49.51753333333331,64.53400000000002,37.644499999999994,42.58926666666666,,36.05846666666666,13.86,70.48,305.90785616123725,18.018,52.86,0.9968847352024922
LHX,216.04,188.93664999999987,192.3548666666667,207.56219999999988,182.59689999999992,185.57520000000002,,181.70346666666666,159.8,219.25,85.24350023705217,207.74,164.4375,0.19003115264797507
LH,269.01,218.75930000000022,230.17886666666672,259.1078,206.73260000000002,214.4212666666667,,202.74840000000006,157.09,278.14,112.56281347251387,204.217,208.605,0.5887850467289719
LRCX,614.1,479.67747499999956,525.0424666666662,605.46,440.24717499999974,469.5396333333332,,427.2098333333334,260.7,668.0,167.43632745905728,338.91,501.0,0.9470404984423676
LW,80.24,74.0614,76.88159999999999,79.25559999999997,71.86545,74.59,,71.15106666666668,55.83,85.8,99.84516949739195,72.579,64.35,0.4174454828660436
LVS,57.72,55.197499999999984,57.49520000000004,60.36839999999998,53.28219999999998,55.351866666666695,,52.32333333333333,43.33,66.2,87.62690482750712,56.329,49.650000000000006,0.22429906542056074
LEG,54.11,44.67800000000005,45.52540000000003,50.11059999999998,42.31930000000002,43.716466666666705,,42.37720000000003,29.72,57.95,128.46507069008544,38.636,43.462500000000006,0.7601246105919003
LDOS,102.74,97.45550000000004,99.83279999999996,99.99579999999996,95.74310000000003,97.32686666666662,,96.63733333333326,79.34,112.7,72.45597610698418,103.14200000000001,84.525,0.056074766355140186
LEN,94.59,84.65370000000001,86.83466666666662,100.76180000000002,79.57715000000002,82.48986666666666,,78.46493333333333,57.22,108.05,112.07971385092313,74.386,81.0375,0.5825545171339563
LLY,199.88,170.72725,177.67639999999986,188.4562,166.64910000000003,169.78366666666662,,161.92353333333324,130.46,212.72,94.1491599935834,169.598,159.54,0.32398753894080995
LNC,68.65,49.139949999999935,53.84739999999995,64.56720000000001,44.81054999999993,47.541599999999974,,42.68439999999997,30.14,70.45,139.65500003442838,39.182,52.837500000000006,0.8442367601246106
LIN,298.57,258.03004999999996,262.72586666666666,285.66139999999996,249.37854999999993,252.61800000000017,,248.2046666666667,190.87,301.17,111.3762231757192,248.131,225.8775,0.5700934579439252
LYV,89.26,70.28994999999998,75.59293333333335,83.66499999999998,65.17619999999998,70.41879999999999,,63.26559999999998,42.62,92.86,136.70403337060094,55.406,69.645,0.8193146417445483
LKQ,50.5,37.3334,39.554166666666674,45.47399999999997,34.415624999999984,36.23343333333334,,33.8388,24.77,51.06,141.92354859211525,32.201,38.295,0.8535825545171339
LMT,387.22,367.3769999999994,360.4420666666667,377.01580000000024,364.9966499999996,360.6286666666666,,366.76653333333326,321.82,414.3,74.7163084799017,418.366,310.725,0.06853582554517133
L,57.74,44.79859999999999,47.70073333333337,54.68020000000002,41.73750000000002,43.67533333333336,,40.70286666666668,31.91,58.93,128.83503132310915,41.483000000000004,44.1975,0.7632398753894081
LOW,192.47,171.54335000000017,174.37786666666685,194.1894000000001,163.07330000000007,167.55173333333346,,163.17553333333345,120.64,211.31,112.09807907773495,156.832,158.48250000000002,0.5856697819314641
LUMN,14.3,11.451199999999995,11.738666666666663,13.466400000000005,10.92815,11.138799999999993,,10.55786666666666,8.62,15.36,103.68323562987587,11.206,11.52,0.4766355140186916
LYB,110.5,89.55524999999989,95.43859999999995,107.30599999999997,83.39504999999994,88.7700666666666,,81.13146666666661,60.26,115.48,130.21635939372482,78.338,86.61,0.7694704049844237
MTB,162.45,129.7152500000001,139.12426666666684,156.18439999999993,121.55540000000008,127.48220000000009,,117.85700000000011,90.06,167.27,117.98986523155115,117.078,125.45250000000001,0.6386292834890965
MRO,11.6,7.667000000000006,8.60046666666667,11.165999999999995,6.8612000000000055,7.2668666666666715,,6.116599999999999,3.85,12.98,140.22539965890294,5.005,9.735,0.8473520249221184
MPC,59.59,43.587549999999965,47.146000000000015,55.63780000000001,40.73714999999999,42.066,,38.45733333333333,27.5,61.52,119.28161546881823,35.75,46.14,0.6666666666666666
MKTX,455.99,518.4389000000001,529.5668666666672,497.2675999999999,523.6266000000002,528.858733333334,,524.7175333333339,437.17,590.32,67.31378941149173,568.321,442.74,0.03426791277258567
MAR,139.01,123.61760000000005,132.08293333333344,146.73220000000003,115.30567500000002,123.10923333333339,,112.21176666666669,80.94,157.5,108.70514138762366,105.222,118.125,0.5420560747663551
MMC,136.18,117.64495000000001,118.31293333333332,127.63120000000002,114.64504999999996,115.0311333333333,,114.28680000000003,102.95,137.97,92.78569634671344,133.835,103.47749999999999,0.29906542056074764
MLM,362.54,289.2664000000001,310.47279999999995,351.3974,267.95195000000007,285.89359999999994,,261.23853333333346,178.63,378.28,143.65343453134557,232.219,283.71,0.8691588785046729
MAS,60.67,57.35105000000003,57.32266666666675,62.006400000000006,55.72305000000003,55.92540000000008,,55.893666666666746,44.82,67.11,96.37982530530212,58.266000000000005,50.332499999999996,0.37383177570093457
MA,367.6,346.22865000000036,348.6508666666667,372.6210000000003,335.84555000000006,341.37539999999996,,334.05546666666663,288.64,395.65,88.75033389118977,375.23199999999997,296.73749999999995,0.2367601246105919
MKC,90.6,92.92652500000005,90.8016333333333,89.2632,93.55432500000008,92.29553333333327,,94.93326666666664,82.9,104.89,75.06579844988998,107.77000000000001,78.6675,0.0778816199376947
MXIM,98.85,83.51125000000002,88.4645,93.3101,79.4302,83.41246666666665,,79.02863333333329,55.65,98.85,125.41312897010141,72.345,74.13749999999999,0.7227414330218068
MCD,231.24,218.31859999999983,218.98226666666665,229.72180000000003,212.21704999999986,216.67746666666665,,213.83513333333332,179.74,237.11,89.28170696614207,233.662,177.8325,0.24922118380062305
MCK,202.68,173.4149,180.75266666666664,192.9014000000001,167.29874999999993,172.24906666666664,,165.63866666666664,140.89,202.68,96.57976750151357,183.15699999999998,152.01,0.37694704049844235
MDT,127.29,113.91,117.13333333333324,123.79619999999998,109.13150000000005,112.86793333333326,,109.37293333333328,88.77,131.5,95.68339781134101,115.401,98.625,0.3582554517133956
MRK,79.18,79.54579999999994,78.31246666666662,77.23819999999995,79.69084999999997,79.25759999999991,,80.70579999999997,72.17,86.93,73.82045179773891,93.82100000000001,65.1975,0.06542056074766354
MET,64.71,49.60505,53.344999999999985,62.69419999999997,45.72185000000001,48.330733333333335,,43.93186666666667,33.34,67.16,138.1941937153611,43.342000000000006,50.37,0.8317757009345794
MTD,1276.29,1120.7310499999999,1169.142533333333,1224.7896000000003,1059.18515,1111.861333333333,,1075.874133333333,723.0,1335.15,121.43721803678022,939.9,1001.3625000000001,0.6822429906542056
MGM,39.7,30.431399999999986,33.28246666666666,39.90340000000002,26.996949999999988,29.78573333333333,,25.958466666666666,14.96,42.2,177.77773735870883,19.448,31.650000000000002,0.9626168224299065
MCHP,149.81,133.02247500000004,142.31720000000004,151.87499999999997,126.32767499999999,133.48516666666671,,124.10730000000001,87.63,163.82,121.4732969242786,113.919,122.865,0.6853582554517134
MU,80.72,69.94415000000001,77.39570000000003,87.09980000000004,64.95020000000001,70.4427666666667,,61.94783333333335,42.66,95.59,127.88867185778079,55.458,71.6925,0.7476635514018691
MSFT,245.17,226.10289999999998,230.80693333333315,246.9839999999999,219.5490999999999,222.5185999999999,,217.64580000000007,181.4,261.97,95.1243240857204,235.82000000000002,196.47750000000002,0.3395638629283489
MAA,157.05,131.24904999999998,135.76153333333332,151.10699999999994,125.24259999999997,128.7674666666667,,123.44893333333333,109.36,159.38,97.84794319968566,142.168,119.535,0.3956386292834891
MHK,207.21,145.31990000000008,161.70473333333342,203.07839999999993,127.15834999999998,140.1532666666668,,120.10146666666677,70.47,229.74,177.09143955786485,91.611,172.305,0.9595015576323987
TAP,57.15,44.90705000000003,47.86353333333332,53.191399999999966,42.05900000000001,43.913533333333326,,41.595866666666666,32.65,59.56,110.48377580140378,42.445,44.67,0.557632398753894
MDLZ,63.36,57.488375000000005,57.61690000000001,59.810900000000004,56.393275000000024,56.91050000000002,,56.763400000000004,49.28,63.36,90.77009121776496,64.06400000000001,47.519999999999996,0.27102803738317754
MPWR,324.44,329.122325,347.7737000000001,350.5356000000003,314.617325,333.0640333333333,,317.35123333333325,202.18,403.18,114.25630960411688,262.834,302.385,0.6043613707165109
MNST,92.01,87.24074999999999,89.07726666666667,93.16919999999993,84.17009999999999,86.33800000000001,,84.71526666666668,67.8,98.68,95.34525271531808,88.14,74.01,0.34579439252336447
MCO,328.88,288.97779999999995,289.9534666666665,315.2512000000001,283.05355,282.3188666666666,,280.1085999999999,253.77,334.5,91.1785358860425,329.901,250.875,0.2803738317757009
MS,88.34,66.46225000000003,71.84393333333342,82.14639999999997,61.590350000000015,65.26806666666674,,59.34346666666671,40.13,88.34,156.7372516402715,52.169000000000004,66.255,0.9221183800623053
MOS,35.46,25.107499999999995,27.355200000000004,33.5484,21.9827,24.230133333333345,,21.2706,11.55,37.06,218.40616302886497,15.015,27.795,0.9875389408099688
MSI,202.12,172.32915000000006,178.2649999999999,189.76640000000015,164.263,171.56633333333335,,164.1569333333333,128.42,203.15,107.24403079951514,166.946,152.3625,0.5295950155763239
MSCI,456.88,407.19414999999987,424.1907333333332,452.31259999999986,392.01464999999996,400.57093333333336,,390.0278,299.94,494.83,96.25160662887338,389.922,371.1225,0.3707165109034268
NDAQ,163.87,137.88685000000007,141.2696000000002,156.1124,132.74285000000006,134.2378666666668,,131.07606666666678,113.25,164.56,101.15876035618463,147.225,123.42,0.43613707165109034
NTAP,78.27,59.616074999999995,64.85776666666663,74.59729999999998,54.82649999999997,58.57719999999994,,53.368466666666606,40.97,79.52,124.72863266054925,53.261,59.64,0.7102803738317757
NFLX,497.89,513.8791499999996,517.1982666666664,517.1904,511.50824999999963,516.0591999999997,,511.1749333333329,413.44,586.34,82.57265996247642,537.472,439.755,0.1557632398753894
NWL,28.3,22.05379999999999,23.72620000000001,27.13280000000001,20.401825000000002,21.734466666666666,,19.905066666666666,12.78,29.34,157.6665532954479,16.614,22.005,0.9252336448598131
NEM,73.53,62.62029999999997,61.880466666666614,64.61480000000003,62.18784999999997,61.26726666666659,,62.66673333333331,54.38,74.38,83.03543537074259,70.694,55.785,0.16199376947040497
NWSA,26.49,19.676374999999993,21.326466666666665,26.444599999999994,17.626149999999996,19.000466666666664,,16.72989999999999,11.38,27.64,163.7244240131103,14.794000000000002,20.73,0.9314641744548287
NWS,25.25,19.090999999999998,20.556133333333335,24.6133,17.311,18.572866666666663,,16.613566666666664,11.44,25.69,154.58439826230614,14.872,19.267500000000002,0.9065420560747663
NEE,74.44,75.18318750000005,76.56228333333341,75.61320000000006,73.72935,75.6585666666667,,74.85348333333332,57.225,86.87,90.6594277809758,74.3925,65.1525,0.26791277258566976
NLSN,27.15,20.040950000000006,21.760333333333335,26.055400000000013,18.36290000000001,19.44746666666667,,17.415333333333336,13.42,28.1,142.2441351929282,17.446,21.075000000000003,0.8566978193146417
NKE,132.66,130.96525,135.66973333333334,134.61160000000004,125.83355000000003,133.6696666666667,,127.4584666666667,93.67,147.05,100.75177558201185,121.771,110.28750000000001,0.42990654205607476
NI,25.42,23.369600000000005,23.59913333333337,24.941200000000027,23.096700000000002,22.938533333333364,,22.996266666666685,21.26,26.47,78.38547696961537,27.638,19.8525,0.09657320872274143
NSC,277.34,241.6380499999998,251.22173333333302,274.8524,227.2660999999999,238.69939999999983,,226.59633333333318,169.15,290.35,115.16177640948897,219.895,217.76250000000002,0.6137071651090342
NTRS,119.88,94.30220000000003,98.50499999999995,110.03360000000004,89.1524,92.08599999999993,,87.77139999999996,73.88,120.62,115.53241179362817,96.044,90.465,0.616822429906542
NOC,370.46,319.01410000000016,314.74666666666707,341.9162000000005,311.9677000000001,308.6944000000001,,312.61393333333336,285.95,373.8,80.93337069322159,371.735,280.35,0.13395638629283488
NLOK,26.72,21.30650000000001,21.057100000000005,22.359199999999973,20.939725000000013,20.724533333333348,,21.000333333333348,18.11,26.72,94.0193484259855,23.543,20.04,0.32087227414330216
NCLH,28.7,23.233899999999977,25.4508,28.92039999999999,21.232049999999994,23.14673333333333,,20.33653333333333,13.06,33.13,147.01142541887828,16.978,24.847500000000004,0.8878504672897196
NOV,16.17,13.001849999999992,13.658866666666672,14.838400000000004,12.505449999999994,12.661733333333338,,12.139466666666669,8.01,17.95,95.22866829620858,10.413,13.462499999999999,0.3426791277258567
NRG,33.82,35.605599999999995,36.593599999999995,36.831999999999994,35.22935,35.66993333333335,,34.7924,28.52,43.93,67.4133866060102,37.076,32.9475,0.037383177570093455
NUE,102.13,59.74914999999998,64.19633333333333,83.47520000000006,52.8116,55.96206666666667,,50.574733333333306,38.8,106.32,184.18751134488554,50.44,79.74,0.9688473520249221
NVDA,599.67,538.6394000000001,547.9606666666671,569.5830000000007,511.6980999999999,534.2678666666668,,523.4157333333334,339.48,645.49,118.25757400237,441.324,484.1175,0.6417445482866043
NVR,4655.22,4376.15505,4461.12593333333,4820.497000000001,4167.127100000001,4305.435399999999,,4183.691466666668,3098.63,5215.81,105.76564223460394,4028.2190000000005,3911.8575,0.5109034267912772
NXPI,199.84,162.83319999999995,174.91526666666655,198.13640000000007,151.51440000000005,161.83646666666664,,147.38213333333331,96.1,214.7,144.70394588029504,124.92999999999999,161.02499999999998,0.8722741433021807
ORLY,544.2,473.86659999999995,477.5117333333333,524.7144000000003,458.8095499999998,461.6595999999996,,457.00026666666645,399.12,562.47,95.67494686796624,518.856,421.8525,0.35514018691588783
OXY,25.12,18.998700000000003,21.324466666666677,25.96519999999998,17.776850000000003,18.502266666666674,,15.88486666666666,8.88,31.23,126.5789431403737,11.544000000000002,23.4225,0.735202492211838
ODFL,262.94,212.80764999999988,219.44593333333324,249.92779999999982,201.11079999999995,206.29946666666655,,198.09613333333326,155.91,270.23,117.90100359908084,202.683,202.6725,0.6355140186915887
OMC,82.89,64.24104999999992,68.0895999999999,79.66959999999993,60.258599999999944,62.24313333333323,,57.903133333333244,45.8,84.96,113.97880138585141,59.54,63.72,0.5981308411214953
OKE,53.26,39.34050000000001,43.2780666666667,51.5138,35.95510000000001,38.363066666666676,,34.08133333333335,24.48,55.01,104.75543958029476,31.824,41.2575,0.5015576323987538
ORCL,79.03,63.839899999999936,65.79286666666658,74.517,60.67524999999994,62.279666666666536,,59.484666666666584,51.31,80.4,106.93629428859465,66.703,60.300000000000004,0.5264797507788161
OTIS,77.57,66.32025000000003,67.4319333333334,72.71879999999996,63.839700000000015,64.8400666666667,,63.962133333333334,50.89,79.01,106.80786788651746,66.157,59.25750000000001,0.5233644859813084
PCAR,92.03,89.98154999999993,91.3263666666667,93.25090000000009,88.01437499999994,89.85223333333337,,88.29983333333334,67.49,99.6,96.76013477820192,87.737,74.69999999999999,0.38317757009345793
PKG,150.16,128.24820000000008,135.8325333333334,142.28420000000006,121.34730000000002,128.48520000000005,,121.26726666666669,92.91,155.13,114.97462557642397,120.783,116.3475,0.6105919003115264
PH,305.82,264.2836499999999,283.0872666666665,314.8680000000002,244.96784999999997,262.5279333333333,,240.40973333333338,166.73,321.84,130.480491790771,216.749,241.38,0.7757009345794392
PAYX,100.75,89.0698749999999,92.9724,98.235,85.39377499999995,89.14566666666666,,84.81096666666666,67.4,101.59,106.14776625160354,87.62,76.1925,0.514018691588785
PAYC,330.24,369.31219999999996,391.5573999999997,366.3134000000004,360.6028999999998,381.5750666666666,,365.2282666666665,265.49,465.13,87.29647105162732,345.137,348.84749999999997,0.22118380062305296
PYPL,250.69,227.4000249999998,238.41983333333343,253.41390000000013,216.05667499999984,225.53056666666666,,215.1124,145.96,304.79,118.31693180048661,189.74800000000002,228.59250000000003,0.6448598130841121
PENN,77.57,84.57035000000002,92.34079999999996,97.53630000000001,76.59652500000001,88.35806666666664,,75.28403333333333,27.86,136.47,181.79838210703812,36.218,102.35249999999999,0.9657320872274143
