symbols,price,200_MA,150_MA,50_MA,200_MA_1month_ago,150_MA_1month_ago,200_MA_2month_ago,150_MA_2month_ago,52_Week_Low,52_Week_High,Rel_Strength,Above_30%_Low,Within_25%_High,RS_Rank
AOS,69.27,58.37130000000001,60.73073333333331,68.34399999999998,55.45019999999999,57.55406666666662,,54.29013333333333,42.22,72.25,116.81831851315012,54.886,54.1875,0.6292834890965732
APA,20.89,15.428124999999998,16.3521,19.380599999999983,14.566424999999999,14.630433333333334,,13.727999999999998,7.79,23.25,122.21706604263385,10.127,17.4375,0.6978193146417445
AAPL,125.43,123.76544999999992,126.04629999999985,127.60269999999998,118.8500249999999,123.04399999999991,,121.22588333333321,79.1825,143.16,112.02230513882034,102.93725,107.37,0.5763239875389408
AMAT,128.66,92.92077499999992,103.4726999999999,128.6882,83.13042499999995,89.77436666666661,,77.97169999999996,54.39,143.05,168.42574625386595,70.70700000000001,107.28750000000001,0.9501557632398754
APTV,140.46,122.19025000000003,133.3738666666667,142.0964,113.24175,123.50440000000005,,111.47513333333336,71.53,156.99,139.11314610991795,92.989,117.7425,0.8411214953271028
ADM,66.98,52.65265,54.8406666666666,60.98860000000001,49.36695,51.696733333333285,,48.98939999999996,35.12,67.66,134.79423138757787,45.656,50.745,0.8068535825545171
ANET,332.13,271.27090000000004,290.2160000000001,310.7623999999999,257.7670500000002,268.8328666666669,,256.45480000000003,195.1,335.93,107.40733849607997,253.63,251.9475,0.5389408099688473
AJG,144.9,118.87635000000006,123.39393333333336,135.88160000000008,112.93865000000001,116.14733333333338,,112.10579999999999,91.0,151.16,113.2489021332062,118.3,113.37,0.5950155763239875
AIZ,158.91,133.9245000000001,137.89853333333346,150.55539999999996,126.33405000000005,131.10713333333345,,126.98493333333346,97.56,161.88,111.61582488034615,126.828,121.41,0.573208722741433
T,30.01,29.348700000000008,29.42086666666668,30.656600000000022,29.193550000000005,28.960400000000014,,28.939466666666668,26.5,33.23,71.5104307914649,34.45,24.9225,0.04984423676012461
ATO,98.18,95.96225,95.34200000000001,99.31220000000002,95.97440000000005,94.06400000000002,,95.76113333333338,84.61,106.04,71.09204066516897,109.99300000000001,79.53,0.04672897196261682
ADSK,281.68,270.0579000000001,281.1711333333335,281.68260000000004,263.17220000000003,270.7059333333334,,264.32620000000003,194.75,320.13,102.44049773151758,253.175,240.0975,0.46105919003115264
ADP,195.28,166.88832500000007,176.1367000000001,190.7796,159.89537500000003,165.7119,,156.54710000000003,128.72,195.89,103.09234084121263,167.336,146.9175,0.4672897196261682
AZO,1460.26,1246.7703500000007,1266.0032000000006,1438.1196,1198.5942500000003,1207.4346000000005,,1181.7103333333341,1095.7,1533.76,92.58862381290736,1424.41,1150.32,0.29595015576323985
AVB,200.41,168.73184999999998,173.54486666666676,190.909,162.7605000000001,165.84140000000008,,159.48280000000008,132.71,200.41,92.85692309529377,172.52300000000002,150.3075,0.30218068535825543
AVY,216.62,158.79290000000003,171.33939999999998,199.63859999999997,145.11850000000007,154.76733333333337,,141.40993333333338,105.91,221.58,144.88948800352853,137.683,166.185,0.8753894080996885
BKR,25.54,19.460050000000017,21.078066666666675,22.162799999999976,18.495300000000007,19.426466666666677,,18.05760000000002,12.65,26.31,120.26883213560804,16.445,19.732499999999998,0.6728971962616822
BLL,86.78,88.05159999999995,90.27799999999998,88.51759999999992,85.35300000000002,89.00353333333334,,87.27126666666668,64.04,97.91,95.78038886557769,83.25200000000001,73.4325,0.3613707165109034
BAC,42.4,31.34049999999996,33.37839999999996,39.803200000000025,28.937699999999985,30.29939999999997,,27.81293333333333,22.66,42.74,133.22629275807208,29.458000000000002,32.055,0.794392523364486
BK,51.56,41.63014999999999,43.46646666666665,48.5818,39.78824999999996,40.704999999999984,,38.78279999999997,33.14,52.27,106.40886372257069,43.082,39.2025,0.5202492211838006
BAX,83.06,81.0397500000001,80.71980000000013,84.38320000000002,81.14840000000007,79.76266666666676,,80.44106666666674,75.39,90.98,68.03090356835598,98.007,68.235,0.04361370716510903
BDX,244.48,244.9355999999998,246.2760666666663,246.81160000000008,246.70384999999996,242.76786666666652,,246.4222666666665,221.16,283.68,72.75710035805304,287.508,212.76,0.059190031152647975
BRK.B,287.74,235.95659999999992,243.37839999999977,269.8284000000001,222.76469999999998,230.87013333333323,,221.20100000000005,174.93,292.33,117.11699890416887,227.40900000000002,219.2475,0.632398753894081
BBY,114.93,112.50195000000002,113.24726666666655,117.84459999999999,108.57309999999998,111.71139999999994,,110.44333333333326,76.43,125.79,106.38444277829917,99.35900000000001,94.3425,0.5171339563862928
BIO,594.74,571.8350999999992,590.1118666666654,597.9383999999999,554.3335499999995,572.1202666666657,,560.5669999999991,432.34,662.35,89.63039022512339,562.042,496.76250000000005,0.2523364485981308
BIIB,283.19,,,271.4179999999999,,,,,236.26,355.63,66.21125549438929,307.138,266.72249999999997,0.024922118380062305
BLK,860.77,693.1382500000003,731.0797333333337,797.4477999999995,654.52025,681.0408666666668,,650.244533333333,508.51,873.83,119.39876923612599,661.063,655.3725000000001,0.6697819314641744
BA,234.82,204.97765000000004,217.55880000000013,242.86559999999983,196.33835,203.5647333333334,,188.5242666666667,137.53,269.19,121.56866086217688,178.78900000000002,201.89249999999998,0.6884735202492211
BKNG,2293.38,2070.9004500000005,2166.0884000000024,2356.2572,1973.1879500000014,2049.571066666669,,1937.9306000000013,1541.25,2505.1,100.09817896667658,2003.625,1878.8249999999998,0.4236760124610592
BWA,50.51,42.60394999999998,43.381533333333344,48.76439999999999,40.639250000000004,41.36933333333333,,39.94706666666668,29.84,53.8,120.52094873111278,38.792,40.349999999999994,0.67601246105919
BXP,112.08,94.29539999999989,97.42360000000002,106.35719999999993,91.70339999999992,92.70113333333337,,89.35339999999998,71.15,112.41,102.29675003569874,92.495,84.3075,0.45794392523364486
BSX,42.11,38.27514999999998,37.806533333333306,40.66179999999999,37.45679999999998,37.31459999999997,,37.44233333333331,33.15,44.24,83.49372330264939,43.095,33.18,0.17133956386292834
BMY,67.05,62.139000000000024,62.600933333333344,63.99820000000003,61.26125000000004,61.55546666666671,,61.41626666666672,55.1,67.05,78.53271841386177,71.63000000000001,50.287499999999994,0.102803738317757
AVGO,451.24,416.3505499999999,437.46313333333353,462.2684000000001,396.10454999999973,420.1657333333333,,392.7757333333334,274.8,489.96,116.13440735675947,357.24,367.46999999999997,0.6261682242990654
BR,159.27,146.68220000000005,150.09226666666666,156.6836000000001,142.19875,145.1468,,142.84626666666668,116.7,165.63,97.08182864572056,151.71,124.2225,0.3862928348909657
BF.B,79.78,75.20489999999997,75.20346666666667,74.03599999999997,73.69434999999996,75.32453333333332,,75.45813333333331,61.0,81.82,87.68737723221976,79.3,61.364999999999995,0.22741433021806853
CHRW,96.58,95.96599999999997,94.61573333333342,97.69460000000001,94.01325000000001,95.38186666666675,,95.31773333333338,76.66,106.16,88.32521109472387,99.658,79.62,0.2336448598130841
COG,17.81,18.06570000000001,17.788800000000027,17.6616,18.193800000000014,18.056600000000024,,18.19340000000001,15.92,22.37,67.09437432529928,20.696,16.7775,0.03115264797507788
CDNS,123.46,123.51772499999994,128.7823,133.0415,119.05249999999997,123.70106666666669,,118.89326666666663,85.01,147.59,102.1549439867772,110.513,110.6925,0.4517133956386293
CZR,100.21,72.49677499999996,80.02346666666666,94.82659999999993,63.74852499999998,71.74873333333333,,61.31129999999999,29.74,105.75,212.73159479142745,38.662,79.3125,0.9844236760124611
CPB,48.87,48.40965000000002,48.17739999999999,49.25680000000001,48.49509999999999,47.83773333333333,,48.32233333333329,45.18,53.48,71.96641230795058,58.734,40.11,0.0529595015576324
COF,159.05,102.66669999999995,113.12206666666675,139.765,90.44394999999999,98.99400000000006,,86.55566666666671,58.35,159.9,188.08278126379335,75.855,119.92500000000001,0.9719626168224299
CAH,57.34,53.81404999999999,55.34919999999998,59.38360000000002,53.00514999999999,53.104133333333316,,52.13933333333332,45.25,62.46,76.18297419880255,58.825,46.845,0.08099688473520249
KMX,116.68,110.38174999999993,113.33306666666667,129.34079999999997,105.34949999999994,107.61186666666661,,102.40520000000001,80.42,137.9,101.87237873280904,104.546,103.42500000000001,0.4485981308411215
CCL,27.17,20.867799999999992,22.624799999999986,27.25559999999998,19.14614999999999,20.427133333333316,,17.952399999999983,12.3,29.79,133.78435756446916,15.990000000000002,22.3425,0.8006230529595015
CARR,43.88,37.100249999999996,39.35379999999999,42.72759999999998,34.41924999999998,36.84019999999997,,34.6085333333333,19.05,45.41,164.00444955707476,24.765,34.0575,0.9345794392523364
CTLT,101.82,101.22814999999987,105.84833333333323,106.86699999999998,97.30564999999986,101.80246666666656,,98.08326666666657,68.65,125.27,92.32871554617904,89.245,93.9525,0.29283489096573206
CAT,237.24,187.75205000000008,201.17433333333344,232.20719999999974,172.95160000000007,185.23866666666675,,168.00893333333335,112.47,244.79,150.1879924844405,146.211,183.5925,0.897196261682243
CBOE,111.4,94.27567500000005,96.17483333333335,104.58379999999997,91.96267500000005,92.46310000000003,,90.00250000000001,78.47,113.83,79.86862374920621,102.011,85.3725,0.11214953271028037
CBRE,87.18,63.79334999999995,69.2847999999999,81.82180000000002,57.92999999999999,62.30159999999994,,55.70866666666665,40.3,87.75,154.0266289807693,52.39,65.8125,0.9034267912772586
CDW,168.07,141.0208,149.28573333333327,171.04920000000013,132.32795000000002,138.16846666666663,,128.6162,105.74,184.01,113.17093032581302,137.462,138.0075,0.5919003115264797
CE,164.15,130.86905,138.8126,156.25719999999998,120.65405000000003,129.01853333333332,,119.45659999999998,82.78,169.03,136.7289144013447,107.614,126.77250000000001,0.822429906542056
CNC,73.73,62.711949999999916,63.356199999999895,65.11039999999996,62.53494999999995,62.08206666666661,,62.20113333333329,54.3,73.73,80.96274415836847,70.59,55.2975,0.13707165109034267
CNP,24.71,21.781299999999973,22.38420000000002,23.55160000000003,21.04949999999998,21.514266666666686,,21.12513333333335,16.76,25.17,103.98157197468862,21.788000000000004,18.8775,0.48286604361370716
CERN,77.53,74.14079999999997,74.92586666666661,74.39179999999999,73.32329999999997,74.02726666666663,,74.10386666666665,66.54,83.3,82.04796109083176,86.50200000000001,62.474999999999994,0.14330218068535824
CF,52.33,39.68814999999999,42.090999999999994,48.83859999999997,36.6931,38.440266666666666,,35.660333333333334,25.71,55.1,135.04640460950935,33.423,41.325,0.8099688473520249
CRL,327.23,261.29625,274.5701999999999,312.33640000000014,241.37369999999999,254.73406666666668,,239.6905333333335,169.0,345.21,134.20304420627426,219.70000000000002,258.90749999999997,0.8037383177570093
SCHW,72.17,52.239,57.73686666666665,67.87760000000003,47.13115,51.35693333333332,,45.17573333333331,31.75,73.25,156.51999112467055,41.275,54.9375,0.9190031152647975
CHTR,692.52,632.0248499999997,636.9640666666663,650.8924000000002,614.6920499999997,628.2648666666663,,623.2821999999996,502.27,710.4,96.13546102214666,652.951,532.8,0.3644859813084112
CVX,104.12,90.52435000000001,94.06240000000001,105.19100000000012,87.99554999999998,88.23420000000002,,84.47326666666665,66.88,111.56,82.11577594565615,86.944,83.67,0.14641744548286603
CMG,1330.0,1365.9275999999993,1401.3647999999991,1447.1898000000012,1319.668249999999,1369.0247333333318,,1323.040799999999,990.0,1550.49,89.7005511384788,1287.0,1162.8675,0.2554517133956386
CB,166.71,147.80734999999996,156.45659999999998,165.4254,142.32965000000002,146.95726666666675,,139.5160666666667,113.08,176.39,101.45180582178703,147.004,132.2925,0.4392523364485981
CHD,87.19,87.90589999999999,85.96313333333333,86.83239999999998,87.43645000000001,86.8908,,88.95793333333334,70.3,98.16,86.3059245722253,91.39,73.62,0.19626168224299065
CI,262.24,210.27815000000012,222.3883333333333,250.44600000000008,199.2706000000002,205.7444000000001,,193.73226666666673,160.5,266.91,98.7918513367012,208.65,200.1825,0.411214953271028
CINF,120.28,90.32667500000005,94.12363333333339,110.43019999999999,84.51207500000004,87.23390000000005,,82.26450000000001,57.32,121.17,149.4070977934374,74.516,90.8775,0.8940809968847352
CTAS,348.43,340.5463999999997,344.8445333333334,347.82060000000047,330.59984999999983,341.1411333333334,,335.55553333333336,240.65,368.66,103.08931810347073,312.845,276.495,0.46417445482866043
CSCO,52.43,44.959275000000005,46.22429999999998,51.54630000000001,44.15682499999999,43.79996666666665,,42.77969999999997,35.69,53.43,83.1414336019601,46.397,40.0725,0.16510903426791276
C,77.65,59.40134999999997,63.211133333333215,73.2344,56.12914999999998,57.748466666666594,,53.590733333333304,41.13,77.65,125.36804763839311,53.46900000000001,58.237500000000004,0.719626168224299
CFG,49.39,36.1855,39.50726666666668,46.00759999999994,32.91589999999999,35.54926666666667,,31.72706666666667,21.28,50.74,165.25377706569407,27.664,38.055,0.9376947040498442
CTXS,115.81,132.11267500000002,129.94116666666667,131.97600000000003,135.15897500000005,131.71796666666674,,132.6013,113.27,167.73,60.17037299592278,147.251,125.79749999999999,0.012461059190031152
CLX,178.35,201.3258999999998,195.7694666666666,187.97200000000004,207.2697999999998,200.99646666666658,,208.7082666666666,178.17,237.74,63.94398968407613,231.62099999999998,178.305,0.018691588785046728
CME,217.78,183.722875,189.28350000000015,206.9010000000002,177.261475,180.98003333333347,,173.22433333333342,147.06,217.78,87.95280067143905,191.178,163.335,0.23052959501557632
CMS,64.15,60.80645000000006,60.56953333333342,62.25699999999999,60.40400000000004,60.20340000000011,,60.79726666666675,53.88,67.11,82.16445496277969,70.04400000000001,50.332499999999996,0.14953271028037382
KO,54.62,51.18120000000005,51.815266666666695,53.317800000000005,50.03195000000003,50.989733333333376,,50.287533333333364,43.57,54.91,86.36419729755845,56.641000000000005,41.1825,0.19937694704049844
CTSH,71.24,75.03949999999999,77.18466666666667,77.48240000000001,72.65624999999997,75.79606666666663,,73.71759999999999,51.45,82.2,98.5876520698275,66.885,61.650000000000006,0.40809968847352024
CL,84.23,80.0134,80.83286666666673,79.98840000000007,79.00045000000004,80.03826666666671,,80.06093333333335,69.43,86.26,84.7665189279356,90.25900000000001,64.69500000000001,0.1838006230529595
CMCSA,,,,,,,,,,,,,,
CMA,,,,,,,,,,,,,,
CAG,,,,,,,,,,,,,,
COP,,,,,,,,,,,,,,
ED,,,,,,,,,,,,,,
STZ,,,,,,,,,,,,,,
COO,,,,,,,,,,,,,,
CPRT,,,,,,,,,,,,,,
GLW,,,,,,,,,,,,,,
CTVA,,,,,,,,,,,,,,
COST,,,,,,,,,,,,,,
CCI,,,,,,,,,,,,,,
CSX,,,,,,,,,,,,,,
CMI,,,,,,,,,,,,,,
CVS,,,,,,,,,,,,,,
DHI,,,,,,,,,,,,,,
DHR,,,,,,,,,,,,,,
DRI,,,,,,,,,,,,,,
DVA,,,,,,,,,,,,,,
DE,,,,,,,,,,,,,,
DAL,,,,,,,,,,,,,,
XRAY,,,,,,,,,,,,,,
DVN,,,,,,,,,,,,,,
DXCM,,,,,,,,,,,,,,
FANG,,,,,,,,,,,,,,
DLR,,,,,,,,,,,,,,
DFS,,,,,,,,,,,,,,
DISCA,,,,,,,,,,,,,,
DISCK,,,,,,,,,,,,,,
DISH,,,,,,,,,,,,,,
DG,,,,,,,,,,,,,,
DLTR,,,,,,,,,,,,,,
D,,,,,,,,,,,,,,
DPZ,,,,,,,,,,,,,,
DOV,,,,,,,,,,,,,,
DOW,,,,,,,,,,,,,,
DTE,,,,,,,,,,,,,,
DUK,,,,,,,,,,,,,,
DRE,,,,,,,,,,,,,,
DD,,,,,,,,,,,,,,
DXC,,,,,,,,,,,,,,
EMN,,,,,,,,,,,,,,
ETN,,,,,,,,,,,,,,
EBAY,,,,,,,,,,,,,,
ECL,,,,,,,,,,,,,,
EIX,,,,,,,,,,,,,,
EW,,,,,,,,,,,,,,
EA,,,,,,,,,,,,,,
EMR,,,,,,,,,,,,,,
ENPH,,,,,,,,,,,,,,
ETR,,,,,,,,,,,,,,
EOG,,,,,,,,,,,,,,
EFX,,,,,,,,,,,,,,
EQIX,,,,,,,,,,,,,,
EQR,,,,,,,,,,,,,,
ESS,,,,,,,,,,,,,,
EL,,,,,,,,,,,,,,
ETSY,,,,,,,,,,,,,,
EVRG,,,,,,,,,,,,,,
ES,,,,,,,,,,,,,,
RE,,,,,,,,,,,,,,
EXC,,,,,,,,,,,,,,
EXPE,,,,,,,,,,,,,,
EXPD,,,,,,,,,,,,,,
EXR,,,,,,,,,,,,,,
XOM,,,,,,,,,,,,,,
FFIV,,,,,,,,,,,,,,
FB,,,,,,,,,,,,,,
FAST,,,,,,,,,,,,,,
FRT,,,,,,,,,,,,,,
FDX,,,,,,,,,,,,,,
FIS,,,,,,,,,,,,,,
FITB,,,,,,,,,,,,,,
FE,,,,,,,,,,,,,,
FRC,,,,,,,,,,,,,,
FISV,,,,,,,,,,,,,,
FLT,,,,,,,,,,,,,,
FMC,,,,,,,,,,,,,,
F,,,,,,,,,,,,,,
FTNT,,,,,,,,,,,,,,
FTV,71.57,70.46644999999994,69.37173333333325,71.0236,70.14969999999995,69.90866666666662,,70.45326666666662,58.28,81.79,87.06357278853677,75.76400000000001,61.3425,0.2118380062305296
FBHS,103.59,89.336,90.87993333333335,100.42799999999987,84.07335,87.0776666666667,,85.00280000000005,57.62,111.96,121.83144871077161,74.906,83.97,0.6915887850467289
FOXA,37.58,31.623775000000006,33.09710000000002,38.5051,29.9056,31.20090000000002,,28.49613333333334,24.37,44.18,96.24894368016456,31.681,33.135,0.367601246105919
FOX,36.38,30.91097499999999,32.10986666666665,37.07300000000001,29.355274999999995,30.447999999999976,,28.152699999999967,24.46,41.44,94.63938062436327,31.798000000000002,31.08,0.3333333333333333
BEN,33.54,25.243349999999996,26.57293333333334,30.915399999999988,23.677700000000005,24.498666666666665,,22.998933333333337,17.89,34.68,133.48630441710873,23.257,26.009999999999998,0.7975077881619937
FCX,40.87,26.476099999999988,30.111666666666668,37.33920000000001,22.582549999999983,25.57219999999999,,21.56219999999999,8.74,44.8,332.9486030844083,11.362,33.599999999999994,1.0
GPS,32.54,23.483199999999993,25.655399999999986,32.40180000000002,20.396449999999994,22.54939999999999,,19.660399999999985,8.19,36.33,282.2008928752271,10.647,27.2475,0.9937694704049844
GRMN,139.84,117.97152499999987,124.02696666666651,135.73030000000006,112.05927499999994,115.85706666666655,,110.53389999999995,83.885,143.56,118.6946375087536,109.05050000000001,107.67,0.6542056074766355
IT,231.95,161.58635,172.51193333333327,200.2074000000001,148.78594999999993,156.3571333333333,,145.2489333333334,115.66,234.0,140.4216652244107,150.358,175.5,0.8504672897196262
GNRC,308.68,251.5933500000001,273.14040000000006,317.34079999999994,225.2793,248.93660000000014,,219.5812000000001,105.44,363.47,192.11729322395922,137.072,272.6025,0.9750778816199377
GD,189.88,159.25719999999998,163.36486666666664,185.02360000000016,153.26305000000002,154.51373333333336,,149.40433333333334,131.32,194.82,97.5649885939631,170.716,146.115,0.3925233644859813
GE,13.23,10.22305,11.488466666666666,13.232000000000006,9.27485,10.158600000000002,,8.804333333333336,5.95,14.17,146.95548712679698,7.735,10.6275,0.8847352024922118
GIS,63.13,60.120599999999996,59.571133333333336,61.44020000000001,60.30449999999999,59.2224666666667,,60.148133333333355,54.37,65.74,74.96493300123637,70.681,49.30499999999999,0.07165109034267912
